surname,ids,gender,age_bin,geography,creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn_prediction,churn_score
Kao,128037-15809265,Female,26-35,France,802,35,10,0.0,2,0.0,1.0,113597.64,0,0.021973398
Pisano,136318-15737909,Male,26-35,France,551,35,7,129717.3,2,0.0,0.0,77764.37,0,0.06388196
White,82025-15736124,Male,26-35,France,564,35,3,141223.68,1,1.0,0.0,158973.45,0,0.11940375
P'an,9618-15791323,Male,26-35,Spain,687,33,7,0.0,1,1.0,0.0,131712.52,0,0.16013962
Ndukaku,150703-15656912,Female,26-35,France,646,35,7,0.0,2,1.0,1.0,126726.33,0,0.015941698
Shao,72723-15766659,Male,26-35,Germany,647,33,7,122949.14,1,1.0,0.0,45956.05,0,0.30962482
Ting,164658-15658946,Female,36-45,Spain,772,38,7,120599.38,2,0.0,1.0,72990.62,0,0.054025374
Parkinson,18450-15787470,Male,46-60,Spain,553,47,2,116528.15,1,0.0,0.0,145704.19,1,0.5785002
Nwankwo,79967-15593954,Male,26-35,France,725,34,7,0.0,2,1.0,1.0,170950.58,0,0.006880108
T'ao,21078-15723029,Male,18-25,Germany,593,22,5,122331.56,3,0.0,1.0,166471.29,1,0.7919489
Mancini,10060-15579969,Female,36-45,France,664,41,9,0.0,2,1.0,1.0,24991.92,0,0.030474517
Kao,40670-15733447,Female,26-35,Spain,754,32,3,0.0,2,1.0,1.0,183980.23,0,0.016534347
Mazzi,98611-15592494,Female,26-35,Germany,431,33,5,152235.92,1,1.0,0.0,109342.82,0,0.40787008
Pirozzi,155479-15681068,Female,36-45,Spain,692,41,7,0.0,1,1.0,1.0,119882.86,0,0.2606181
Ritchie,17307-15730353,Male,36-45,France,616,38,5,0.0,2,1.0,1.0,113783.98,0,0.011421396
Pisano,84097-15682540,Male,26-35,France,659,33,7,0.0,1,1.0,1.0,74965.67,0,0.074830666
Lu,158009-15567333,Female,36-45,France,691,36,1,0.0,2,0.0,1.0,180598.66,0,0.029212808
Hao,140348-15687852,Female,26-35,France,706,29,1,0.0,2,1.0,1.0,125440.11,0,0.014775943
Alexeeva,52670-15574331,Female,60+,Germany,593,62,3,118233.81,1,0.0,1.0,24765.53,1,0.60813683
Frolov,64198-15589200,Male,60+,Spain,617,61,9,125919.35,4,1.0,0.0,94677.83,1,0.93575925
Sims,84498-15803681,Female,46-60,Spain,581,51,4,124425.99,2,0.0,1.0,181224.56,0,0.27232152
Dyer,128026-15681553,Female,36-45,Spain,651,37,4,0.0,2,1.0,1.0,138882.5,0,0.02066351
Onwughara,56386-15705777,Female,36-45,Germany,639,40,7,144326.09,1,1.0,0.0,136330.26,1,0.658905
Akabueze,148826-15732942,Female,46-60,Spain,613,50,4,0.0,1,1.0,0.0,134600.54,1,0.90971446
Nnaife,29125-15693626,Female,26-35,Germany,641,35,1,92911.42,2,1.0,0.0,1055.48,0,0.14696501
Lung,714-15606472,Male,36-45,France,786,38,4,0.0,1,0.0,1.0,87363.56,0,0.16745546
Nwankwo,1728-15604832,Male,36-45,France,661,45,4,140187.1,1,1.0,1.0,166677.35,0,0.1647144
McIntyre,127138-15725039,Male,26-35,France,702,32,2,0.0,2,1.0,1.0,126082.18,0,0.006964969
White,110297-15780134,Male,26-35,France,755,31,4,0.0,2,1.0,0.0,169920.93,0,0.018652152
Bancroft,101527-15706899,Male,26-35,Spain,586,34,9,0.0,2,1.0,0.0,140937.91,0,0.015953207
Foveaux,5547-15681476,Female,36-45,France,520,39,1,129264.05,1,0.0,1.0,109626.13,0,0.15110211
Frolov,70946-15615457,Male,36-45,Germany,605,39,7,109681.61,2,0.0,0.0,102073.63,0,0.1590438
Peng,161519-15705034,Female,36-45,Spain,691,40,2,0.0,2,1.0,1.0,145613.17,0,0.031390883
Yen,126528-15803456,Female,36-45,France,641,40,9,0.0,1,0.0,0.0,151648.66,1,0.6571369
Chinweuba,72105-15672327,Male,26-35,Spain,633,29,7,0.0,2,1.0,1.0,447.67,0,0.009953034
O'Brien,67422-15790327,Male,36-45,Spain,581,45,5,0.0,1,1.0,0.0,168450.4,1,0.7323446
Walker,100095-15694453,Male,36-45,Spain,613,37,9,131519.49,1,1.0,0.0,51752.18,0,0.14013346
Fiorentino,159003-15785385,Male,46-60,Spain,663,51,5,0.0,2,1.0,0.0,153917.41,0,0.34224963
Onwuamaegbu,101305-15754919,Male,26-35,France,717,29,7,0.0,2,1.0,1.0,47722.79,0,0.007520323
Onyenachiya,161684-15682576,Male,60+,Spain,763,67,1,149436.73,2,0.0,1.0,106282.74,0,0.0843107
Yao,35625-15603221,Male,26-35,Germany,687,33,8,70233.74,2,1.0,1.0,102750.7,0,0.023786351
T'ien,137508-15588854,Female,26-35,France,738,29,2,0.0,2,1.0,0.0,180969.55,0,0.03245306
Nnaife,64131-15612777,Female,26-35,France,648,26,5,0.0,2,1.0,0.0,133051.9,0,0.033964008
Fyans,99170-15597968,Male,36-45,Spain,617,37,7,0.0,2,1.0,1.0,184800.27,0,0.010353948
Ch'ang,69853-15781554,Female,36-45,Spain,712,38,2,80778.23,1,0.0,1.0,99800.14,0,0.10908986
Smith,74747-15685314,Male,36-45,Germany,679,37,8,72783.42,2,1.0,1.0,103832.58,0,0.025303632
Lucchesi,116738-15803886,Female,36-45,France,709,43,9,0.0,2,0.0,0.0,83700.66,0,0.15044534
Savage,83818-15583462,Female,26-35,Germany,694,34,7,102395.79,1,0.0,0.0,119368.99,0,0.39114898
Akabueze,122191-15661903,Male,36-45,Spain,822,42,6,0.0,1,0.0,0.0,5965.24,0,0.48303372
Ngozichukwuka,25403-15679987,Female,36-45,France,647,38,0,0.0,2,1.0,0.0,100717.84,0,0.060818125
Uwaezuoke,91389-15642725,Female,36-45,France,648,43,7,0.0,2,0.0,0.0,122433.09,0,0.18199034
Liang,34878-15605673,Female,26-35,Spain,716,29,8,0.0,2,0.0,1.0,78616.92,0,0.015912909
O'Loughlin,99865-15676521,Male,26-35,France,770,33,4,0.0,2,1.0,0.0,102640.77,0,0.016252717
Ponce,65485-15572631,Male,36-45,France,583,41,6,0.0,2,1.0,1.0,47777.15,0,0.01659651
Hs?,110944-15785819,Male,26-35,Spain,591,35,5,148045.45,1,1.0,1.0,138527.56,0,0.04665418
Kao,85122-15672968,Male,26-35,France,634,30,1,0.0,2,0.0,1.0,134878.01,0,0.012418363
Zetticci,138798-15781554,Female,26-35,Spain,706,28,4,140916.81,1,1.0,0.0,66561.6,0,0.15030625
Odili,65455-15782456,Male,26-35,France,656,34,9,0.0,2,1.0,1.0,190686.16,0,0.008413586
P'eng,73581-15626684,Female,26-35,France,648,29,4,0.0,1,1.0,1.0,170829.87,0,0.170966
Milne,35345-15679024,Female,36-45,France,599,44,3,0.0,2,1.0,0.0,142223.94,0,0.19459678
Olisanugo,65176-15707596,Female,26-35,Spain,634,32,6,0.0,2,1.0,1.0,113666.48,0,0.01382544
Mason,82355-15711742,Female,26-35,France,713,34,4,0.0,2,1.0,1.0,62868.33,0,0.013190992
K?,154760-15743478,Female,18-25,France,683,21,7,0.0,2,1.0,0.0,93820.49,0,0.026381116
Hs?,41580-15719309,Female,36-45,Germany,659,37,2,139603.36,2,1.0,1.0,74856.64,0,0.05559778
Lewis,101474-15753591,Male,36-45,France,691,40,6,0.0,2,1.0,0.0,78622.46,0,0.031479537
Nwoye,129245-15655123,Male,36-45,Germany,681,37,8,138503.51,1,1.0,1.0,127527.6,0,0.12051074
P'eng,102010-15691446,Male,36-45,Germany,597,40,7,122351.29,2,1.0,1.0,142331.39,0,0.065112606
Chien,40205-15725698,Male,26-35,Germany,627,32,8,109106.8,1,1.0,0.0,122284.38,0,0.23781516
Anenechukwu,123613-15707634,Female,26-35,France,577,30,6,0.0,2,1.0,1.0,161069.73,0,0.013082095
Trevisani,45558-15645593,Male,46-60,France,599,50,2,91328.71,1,1.0,0.0,115724.78,1,0.6195767
Pirozzi,68606-15761763,Female,26-35,France,589,29,7,0.0,2,1.0,0.0,162820.6,0,0.033776596
Chia,5931-15781875,Male,46-60,Germany,685,59,9,128306.83,1,0.0,1.0,167558.28,1,0.5540264
T'ien,49003-15581551,Male,26-35,France,685,32,1,0.0,2,1.0,1.0,36145.53,0,0.008074558
Lo Duca,8264-15655025,Female,36-45,Germany,699,44,5,128916.51,1,1.0,0.0,138526.96,1,0.7971545
Macleod,147248-15675256,Female,36-45,Spain,556,40,2,0.0,2,1.0,0.0,120852.87,0,0.097509526
Koger,88666-15679024,Male,36-45,France,628,42,3,86893.28,1,1.0,0.0,194245.29,0,0.2762005
Y?,699-15753837,Male,36-45,Spain,676,36,9,0.0,2,1.0,0.0,125921.19,0,0.020849317
Chukwukadibia,133705-15792722,Male,36-45,Germany,799,39,1,148045.68,1,1.0,0.0,141756.32,0,0.39882734
Tsao,35618-15595047,Male,36-45,Spain,764,39,3,0.0,1,1.0,0.0,134878.34,0,0.33092114
Iadanza,102015-15652400,Male,26-35,Spain,602,26,8,113674.2,1,0.0,1.0,197861.16,0,0.093215704
Chukwujamuike,24022-15588515,Male,36-45,Germany,714,40,1,133598.26,1,1.0,0.0,187800.27,1,0.50525707
Chuang,141638-15623647,Male,18-25,France,648,25,9,57364.62,1,1.0,1.0,162599.23,0,0.07120175
Milanesi,75734-15728505,Male,36-45,France,706,39,3,0.0,2,1.0,0.0,166953.82,0,0.030113453
Tuan,72199-15572021,Male,36-45,France,729,38,5,0.0,2,0.0,1.0,16081.71,0,0.020220473
Scott,44745-15793850,Male,36-45,France,681,37,9,0.0,1,1.0,1.0,151768.33,0,0.11794162
Carey,164261-15781710,Male,26-35,Spain,691,31,9,0.0,2,0.0,0.0,156774.75,0,0.020802546
Chikelu,103646-15756070,Male,36-45,Germany,727,37,1,133501.47,1,1.0,0.0,62700.08,0,0.3798059
Johnston,92289-15633260,Male,36-45,France,600,37,1,142663.46,1,0.0,1.0,88669.89,0,0.056929864
Ejimofor,43777-15592389,Female,36-45,France,716,37,3,167098.95,2,1.0,1.0,122925.4,0,0.035002343
Grant,67536-15620577,Male,36-45,Germany,562,39,2,122506.38,1,1.0,1.0,91423.69,0,0.20949778
Nnaemeka,131677-15751193,Male,26-35,France,622,33,4,0.0,2,1.0,1.0,40299.23,0,0.008897232
Tretiakova,46831-15674156,Female,26-35,Germany,544,31,9,88161.85,1,1.0,1.0,127630.88,0,0.12632208
Ts'ai,76651-15668818,Male,26-35,Spain,628,29,6,0.0,2,1.0,1.0,155870.79,0,0.008845136
Onuchukwu,36480-15651581,Male,36-45,France,709,36,3,0.0,2,1.0,1.0,1801.77,0,0.0128029045
Ts'ui,37744-15673971,Female,26-35,France,680,30,8,133191.19,1,1.0,1.0,16278.97,0,0.06911954
Maclean,2185-15724150,Female,26-35,Spain,577,33,4,0.0,2,1.0,1.0,151905.97,0,0.016547542
Ting,131940-15804787,Female,36-45,France,709,36,7,0.0,2,1.0,0.0,140765.55,0,0.039635953
T'ien,41335-15799480,Male,26-35,France,583,31,0,0.0,2,1.0,0.0,148087.62,0,0.019411314
Tien,15537-15694566,Female,36-45,France,762,36,0,0.0,2,1.0,0.0,138880.24,0,0.05347743
Barnes,94193-15771054,Male,26-35,Spain,469,35,8,0.0,2,1.0,0.0,186490.37,0,0.021319812
Chu,60280-15812607,Male,26-35,Spain,521,27,3,88977.31,2,1.0,0.0,106699.57,0,0.07558781
Lujan,4707-15723053,Female,36-45,France,590,43,2,137856.39,1,0.0,1.0,44203.95,0,0.23585902
Mazzi,114666-15706647,Female,46-60,Germany,730,59,5,109876.82,1,1.0,1.0,85746.52,1,0.6798336
Nkemdirim,28400-15594812,Male,26-35,France,562,35,4,0.0,2,1.0,1.0,152843.53,0,0.009062434
Nnachetam,80269-15784491,Female,46-60,France,850,51,3,79842.95,1,1.0,0.0,112331.19,1,0.68909836
Ch'ien,144929-15791877,Female,26-35,France,705,29,8,122311.51,1,1.0,0.0,147822.14,0,0.13383687
Ting,125803-15697567,Male,36-45,France,616,40,5,0.0,2,1.0,0.0,74900.9,0,0.03766084
Udinesi,20162-15643043,Female,26-35,France,592,30,3,0.0,1,1.0,1.0,180426.6,0,0.17692862
Nwachinemelu,89771-15691717,Male,36-45,Germany,663,36,9,122942.56,2,1.0,0.0,101168.99,0,0.099172585
Ogochukwu,16276-15587038,Female,36-45,Spain,627,42,5,57530.06,2,1.0,0.0,181893.31,0,0.23123805
Hussain,68990-15709741,Male,26-35,France,668,28,7,107141.27,1,1.0,0.0,193018.71,0,0.09061217
Ts'ui,53729-15615254,Male,26-35,France,699,34,10,125827.6,1,1.0,0.0,24207.24,0,0.11208843
Trevisani,31622-15757911,Male,46-60,Spain,753,48,4,0.0,1,1.0,1.0,131301.74,1,0.5315272
Onyemauchechukwu,115072-15581332,Male,36-45,Germany,809,39,9,93360.74,2,1.0,0.0,183816.31,0,0.1238683
Nwankwo,92707-15682585,Female,26-35,France,593,32,1,0.0,2,1.0,0.0,159418.1,0,0.036269102
Fiorentino,34550-15796721,Male,36-45,France,724,43,1,0.0,2,1.0,0.0,152843.53,0,0.09040873
Palerma,29761-15799720,Female,36-45,France,632,40,2,0.0,1,0.0,1.0,156495.39,0,0.42412743
Teng,124948-15805425,Male,36-45,Germany,727,43,8,143054.65,1,0.0,0.0,126281.4,1,0.59950984
Efimov,130851-15779522,Female,26-35,Spain,770,30,0,0.0,2,1.0,0.0,109355.73,0,0.03471046
Yobachukwu,7422-15627697,Female,26-35,France,773,32,3,102980.15,2,0.0,0.0,127506.76,0,0.09053886
Holt,123951-15598894,Male,36-45,Spain,599,38,10,122267.85,1,1.0,0.0,145759.93,0,0.1455385
Ma,116810-15569635,Female,60+,France,581,63,0,112465.06,1,1.0,1.0,183569.25,0,0.35965008
Kao,24427-15622774,Male,26-35,France,758,34,0,0.0,1,1.0,1.0,167931.81,0,0.09437046
O'Connor,108322-15808846,Female,36-45,France,561,44,4,0.0,2,1.0,0.0,133653.38,0,0.1812644
Fanucci,63548-15568819,Female,26-35,France,766,34,2,76656.4,1,1.0,1.0,114959.06,0,0.052510392
Hsing,38882-15704482,Male,26-35,France,730,27,2,163966.85,1,1.0,0.0,105969.19,0,0.09550664
Retana,42707-15711251,Female,36-45,Spain,452,44,5,0.0,2,0.0,1.0,164241.67,0,0.10939791
Bowen,111598-15671930,Male,46-60,France,649,46,5,0.0,2,0.0,1.0,76946.6,0,0.05977758
Tan,26455-15624170,Female,36-45,France,639,38,4,81550.94,2,1.0,1.0,118974.77,0,0.042054567
Kosisochukwu,62255-15572798,Male,36-45,Spain,702,42,4,0.0,2,0.0,0.0,121592.5,0,0.05818336
Brown,118401-15732951,Female,36-45,France,850,37,6,0.0,2,1.0,0.0,121151.13,0,0.046096124
T'ao,68220-15679738,Male,60+,France,640,62,8,0.0,1,1.0,0.0,73979.85,1,0.8179713
Macleod,117570-15655774,Female,26-35,France,647,35,2,0.0,2,1.0,1.0,147090.9,0,0.018413007
Begum,4524-15803689,Female,46-60,France,753,51,1,0.0,1,1.0,0.0,191212.63,1,0.90145594
Azubuike,103979-15571550,Male,26-35,France,637,29,7,103377.81,1,1.0,0.0,120819.58,0,0.08817527
Brown,40592-15714586,Female,36-45,Germany,713,38,10,108262.93,2,1.0,0.0,93336.91,0,0.17782901
Pisano,93640-15741049,Male,46-60,Germany,655,47,4,122314.5,2,0.0,0.0,5841.34,0,0.36970028
DeRose,6125-15650268,Female,36-45,France,697,43,4,0.0,2,1.0,1.0,178798.15,0,0.068752885
Ch'ang,69332-15791767,Female,18-25,Spain,682,24,7,124401.6,1,1.0,0.0,72990.62,0,0.14716488
K'ung,23472-15788556,Male,26-35,France,485,27,7,0.0,2,1.0,0.0,160589.59,0,0.01937257
Ch'iu,136686-15717962,Male,60+,France,609,63,9,111179.83,1,1.0,1.0,93091.02,0,0.15235035
Onwumelu,57557-15786433,Male,46-60,France,641,60,2,0.0,2,1.0,1.0,92914.67,0,0.06224947
Hsiao,112664-15784742,Male,36-45,France,579,41,9,0.0,2,1.0,1.0,135851.9,0,0.017426474
Ch'eng,83589-15592389,Female,36-45,Germany,535,43,7,109949.05,1,1.0,0.0,180150.49,1,0.8365727
Carey,100544-15781710,Female,26-35,Spain,558,31,5,0.0,2,0.0,1.0,166720.28,0,0.022826083
Tu,53325-15629390,Female,46-60,France,467,53,6,0.0,1,1.0,0.0,114448.77,1,0.8929598
Fang,119639-15710316,Female,26-35,Germany,687,30,3,144837.79,2,0.0,1.0,93151.77,0,0.054478455
Macintyre,84017-15594408,Male,26-35,Germany,711,31,1,109941.51,2,1.0,1.0,148735.3,0,0.03787094
Hao,121617-15667964,Male,36-45,France,717,36,9,0.0,2,0.0,0.0,181890.27,0,0.029411633
Tu,135206-15679991,Female,36-45,France,739,37,2,0.0,2,0.0,1.0,59645.24,0,0.029288795
Hsieh,28015-15681554,Female,36-45,Spain,496,42,5,0.0,2,1.0,1.0,163983.32,0,0.04367123
Trevisan,14165-15613886,Female,26-35,France,722,34,1,0.0,1,1.0,1.0,44560.17,0,0.14071046
Onwuemelie,111408-15782758,Male,26-35,Germany,683,26,1,145018.84,2,1.0,1.0,166678.91,0,0.02697156
Udinese,43660-15626474,Male,36-45,France,633,44,9,0.0,1,1.0,0.0,67599.71,1,0.6488289
Maclean,70345-15623346,Male,26-35,France,656,32,3,0.0,2,1.0,1.0,86622.96,0,0.0073142806
Nwachukwu,164518-15589329,Male,36-45,France,678,36,5,0.0,2,1.0,0.0,152210.81,0,0.022676095
Rose,21311-15586848,Male,36-45,France,676,38,8,0.0,2,1.0,0.0,122379.54,0,0.019986978
Chiang,47650-15570769,Female,46-60,Spain,526,50,9,113873.22,1,1.0,1.0,180622.43,0,0.43413392
Kay,43476-15567893,Female,26-35,Spain,657,28,7,0.0,2,0.0,0.0,5177.62,0,0.04378755
Fanucci,162301-15588521,Male,26-35,France,677,29,2,0.0,2,1.0,1.0,74560.83,0,0.0073064193
Teng,14468-15720649,Male,26-35,France,678,32,9,0.0,2,1.0,0.0,148882.58,0,0.014461881
Hsia,47674-15690169,Male,36-45,Spain,732,41,1,0.0,2,1.0,1.0,167984.95,0,0.019816713
Toscani,67496-15794356,Male,46-60,Germany,637,46,3,120530.34,2,1.0,0.0,166586.99,0,0.4611512
Hsieh,30456-15666675,Female,26-35,France,753,31,7,155062.8,1,1.0,1.0,16460.77,0,0.07415351
Clark,159338-15609913,Female,46-60,France,605,46,7,134678.13,1,1.0,0.0,113436.08,1,0.63674456
Ruiz,47279-15587297,Male,26-35,France,749,33,7,0.0,2,1.0,0.0,85411.01,0,0.014937106
Chikwendu,90102-15681410,Male,46-60,Germany,504,49,8,132558.26,1,1.0,0.0,152884.85,1,0.81083
Iadanza,80595-15684908,Male,36-45,France,651,40,5,0.0,2,1.0,1.0,127939.19,0,0.016693475
Ijendu,95663-15662662,Male,36-45,France,648,41,3,151226.52,1,1.0,1.0,165082.25,0,0.0852562
Hsia,109043-15623346,Male,36-45,France,850,39,9,0.0,2,1.0,1.0,163585.1,0,0.018415792
K'ung,25180-15589872,Male,36-45,France,725,43,5,122964.13,1,1.0,1.0,93718.66,0,0.11720427
Fu,26880-15570681,Male,46-60,France,643,48,8,0.0,1,1.0,0.0,96885.19,1,0.77825993
Nucci,30071-15621267,Female,26-35,France,646,29,9,136622.55,1,1.0,0.0,89801.9,0,0.13835002
Birdseye,6283-15667632,Female,36-45,France,765,42,7,0.0,2,0.0,1.0,72500.68,0,0.037644792
Hsia,86074-15777045,Female,36-45,Spain,727,40,8,0.0,2,1.0,0.0,152992.04,0,0.08235164
Niu,5063-15682355,Male,36-45,Spain,790,44,1,128100.75,1,1.0,0.0,164517.96,0,0.3759192
Palerma,138516-15642336,Male,26-35,Germany,772,35,5,152347.01,1,0.0,0.0,17671.78,0,0.31053007
Endrizzi,112851-15793317,Female,26-35,Spain,516,33,3,145166.09,2,1.0,0.0,111421.45,0,0.1062877
Mazzanti,73177-15753362,Female,36-45,Germany,727,38,3,95696.57,1,1.0,1.0,72995.25,0,0.22024551
Eluemuno,120731-15771769,Male,26-35,France,624,32,9,0.0,2,0.0,1.0,99505.67,0,0.011470327
Hargreaves,13737-15652289,Female,36-45,France,581,37,0,0.0,2,1.0,1.0,142995.32,0,0.031726167
Shih,63488-15789865,Male,26-35,Germany,642,33,4,141749.74,2,1.0,1.0,93832.43,0,0.026824145
Kazantseva,41418-15589018,Female,26-35,Spain,583,33,2,164704.38,1,1.0,0.0,180716.1,0,0.22775774
Rizzo,71111-15732773,Female,36-45,France,708,39,8,0.0,2,1.0,0.0,172363.26,0,0.056262124
H?,20931-15690164,Male,18-25,France,539,24,1,0.0,2,0.0,1.0,25161.61,0,0.023575185
McGregor,37537-15752694,Female,18-25,Germany,726,24,2,153611.83,1,0.0,1.0,178034.9,0,0.24105364
Cone,55103-15696834,Female,26-35,France,530,29,5,0.0,1,0.0,1.0,121485.1,0,0.1795826
Pinto,10899-15757140,Male,46-60,France,756,46,0,0.0,2,1.0,0.0,86207.49,0,0.13664724
Seleznyov,14678-15677049,Male,26-35,France,652,33,9,114510.85,1,1.0,1.0,126143.23,0,0.04309081
Kao,126266-15732693,Female,36-45,Germany,603,39,4,110132.58,2,0.0,1.0,182865.09,0,0.16830109
White,137989-15775490,Female,26-35,France,583,33,7,0.0,2,1.0,1.0,93716.38,0,0.013420531
Lin,97820-15813095,Male,46-60,France,663,51,7,0.0,3,1.0,0.0,91673.6,1,0.93524
Hsueh,19612-15581480,Male,26-35,Germany,558,28,7,123811.19,1,0.0,1.0,91884.7,0,0.121829666
L?,138955-15634591,Female,26-35,France,687,32,6,156773.78,2,1.0,1.0,49405.93,0,0.026895383
McMillan,3097-15589739,Female,36-45,France,547,36,3,0.0,2,1.0,1.0,177423.02,0,0.025740461
Genovesi,57010-15809837,Female,46-60,France,477,46,7,0.0,1,1.0,1.0,84770.33,1,0.57729053
Tretiakova,13345-15798849,Female,36-45,Germany,731,41,6,107712.65,2,1.0,1.0,78858.15,0,0.10726749
Shah,47304-15796370,Female,36-45,Spain,589,40,5,155455.43,1,0.0,1.0,113581.85,0,0.23379378
Ch'en,155724-15777759,Male,26-35,France,570,32,7,131406.56,1,1.0,0.0,47952.45,0,0.083097346
Onwumelu,95059-15696711,Male,46-60,France,749,46,5,0.0,3,0.0,0.0,46775.92,1,0.93433446
Ch'en,68669-15578783,Male,26-35,Spain,592,35,0,0.0,1,1.0,1.0,17242.79,0,0.15197597
Yeh,153592-15712303,Male,46-60,France,687,54,6,106070.46,3,1.0,0.0,182724.9,1,0.9522158
Ifeatu,49691-15700263,Female,46-60,France,603,59,6,0.0,2,0.0,0.0,130784.2,1,0.51256174
Liu,91097-15722991,Male,18-25,France,714,21,4,86402.52,2,1.0,0.0,27330.27,0,0.04706073
Hsu,62708-15633352,Female,26-35,Germany,634,29,1,120877.71,2,1.0,1.0,171099.67,0,0.07055286
Nwachukwu,124348-15651075,Female,36-45,Spain,605,38,5,0.0,2,0.0,1.0,126511.94,0,0.02872135
Hsueh,112233-15792232,Female,36-45,France,709,41,7,0.0,2,0.0,1.0,10656.89,0,0.033580907
McLean,83484-15576680,Male,46-60,France,611,52,6,0.0,1,1.0,0.0,46175.7,1,0.87115395
H?,107363-15667938,Male,60+,France,632,61,1,107552.92,1,1.0,1.0,137891.31,0,0.21913636
Toscani,70807-15671345,Male,36-45,France,599,37,5,129834.67,1,1.0,0.0,102021.39,0,0.12776046
Tuan,86410-15702377,Male,36-45,France,628,41,9,0.0,2,0.0,0.0,70778.63,0,0.048190393
Hughes,98226-15690772,Male,36-45,Spain,686,38,6,0.0,2,1.0,0.0,136551.25,0,0.022755899
McLean,29942-15775703,Male,36-45,France,682,37,1,0.0,2,1.0,1.0,175071.24,0,0.011822336
Hs?,137990-15578073,Female,36-45,France,684,40,5,0.0,2,1.0,0.0,164741.5,0,0.077379555
Okeke,126671-15693773,Male,46-60,Spain,775,46,3,96881.6,1,1.0,1.0,35337.63,0,0.1729858
Omeokachie,155641-15773469,Male,26-35,France,771,33,6,178074.69,1,1.0,0.0,71429.0,0,0.10845473
Nnaife,141097-15612207,Male,26-35,France,655,29,3,0.0,2,0.0,1.0,181893.31,0,0.012987619
Hsia,162135-15746411,Male,26-35,Germany,592,28,3,100913.33,2,0.0,1.0,133679.58,0,0.053573478
K'ung,47876-15782210,Male,26-35,Spain,714,29,2,0.0,1,1.0,0.0,152167.79,0,0.16892707
Ukaegbulam,156076-15630698,Male,26-35,France,686,34,3,170113.0,1,1.0,1.0,180598.98,0,0.051651582
Lo,85021-15594408,Male,36-45,France,492,43,7,131406.56,1,1.0,1.0,73656.38,0,0.1298669
Obiuto,118117-15766765,Female,36-45,Germany,664,39,7,60263.23,1,0.0,1.0,170835.32,0,0.29441783
Hsia,132192-15617082,Male,26-35,France,729,34,5,133800.24,1,1.0,0.0,119374.74,0,0.07815689
Graham,128466-15805463,Male,18-25,Germany,727,21,2,105163.88,2,1.0,0.0,164170.46,0,0.06411809
Toscani,12025-15794356,Male,36-45,France,753,43,6,121797.09,1,0.0,1.0,166516.84,0,0.1747327
Uchenna,15077-15698792,Female,46-60,Spain,595,58,0,137655.48,1,0.0,1.0,114066.77,0,0.39654407
Chinedum,63312-15703437,Male,26-35,France,726,34,3,0.0,2,0.0,1.0,196288.46,0,0.0126737775
Toscani,145658-15715796,Male,26-35,France,642,26,10,0.0,2,1.0,1.0,164170.36,0,0.008023713
Witt,135494-15681755,Male,46-60,France,847,49,2,160602.25,2,1.0,1.0,183572.39,0,0.19417717
Yashina,48665-15722212,Female,46-60,Spain,634,50,4,0.0,1,1.0,0.0,125877.22,1,0.9119943
Ch'en,103678-15793883,Male,36-45,Germany,678,44,6,131754.11,1,0.0,0.0,183569.25,1,0.6513743
Chibuzo,125333-15765258,Male,36-45,France,639,37,3,0.0,2,1.0,0.0,20134.07,0,0.03200998
Hovell,16549-15589436,Male,36-45,France,714,39,2,0.0,2,1.0,1.0,88737.05,0,0.0129318265
Miah,75585-15798200,Female,18-25,France,707,25,0,0.0,1,1.0,1.0,147758.51,0,0.181122
Johnstone,42505-15796790,Female,36-45,France,724,40,3,0.0,1,1.0,0.0,107499.8,1,0.6071741
Okagbue,93109-15791550,Male,36-45,France,791,38,2,75499.24,1,0.0,0.0,126794.56,0,0.13296609
Udegbulam,22283-15665760,Female,46-60,France,627,46,6,0.0,2,0.0,1.0,167984.61,0,0.12006534
Ch'in,36539-15765518,Male,60+,Spain,656,71,10,0.0,2,1.0,1.0,175749.36,0,0.022200635
Niu,6936-15690169,Female,46-60,France,850,54,2,0.0,2,1.0,0.0,160976.85,1,0.51649916
Hsieh,2964-15648800,Female,46-60,France,588,51,7,0.0,2,1.0,1.0,146651.99,0,0.14009626
Ch'ang,36861-15637753,Female,36-45,Germany,506,36,10,121806.0,2,1.0,1.0,105618.01,0,0.07169889
Mazzanti,162337-15605918,Female,18-25,France,682,23,1,0.0,2,1.0,1.0,170822.74,0,0.017835177
Hsieh,52644-15682841,Male,36-45,Germany,652,44,3,131368.43,1,1.0,1.0,88890.05,0,0.36584902
Tuan,126011-15585367,Male,46-60,Spain,539,46,1,0.0,2,1.0,0.0,61936.1,0,0.16961752
Onwughara,157357-15639662,Male,36-45,Spain,575,36,9,0.0,2,1.0,0.0,62449.36,0,0.025349336
Lai,8389-15706904,Male,26-35,France,678,31,1,0.0,2,1.0,1.0,152235.3,0,0.007310605
Ku,63913-15723008,Male,46-60,Spain,561,51,4,0.0,2,1.0,0.0,84498.64,0,0.3109455
Sun,147160-15622729,Female,46-60,France,649,46,2,0.0,2,1.0,1.0,66602.7,0,0.091107525
Olisaemeka,66985-15716334,Male,18-25,France,667,20,10,0.0,2,1.0,1.0,92849.62,0,0.007836709
